GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Householder who is White alone,Margin of Error; Total: - Householder who is White alone,Estimate; Total: - Householder who is Black or African American alone,Margin of Error; Total: - Householder who is Black or African American alone,Estimate; Total: - Householder who is American Indian and Alaska Native alone,Margin of Error; Total: - Householder who is American Indian and Alaska Native alone,Estimate; Total: - Householder who is Asian alone,Margin of Error; Total: - Householder who is Asian alone,Estimate; Total: - Householder who is Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Householder who is Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Householder who is Some other race alone,Margin of Error; Total: - Householder who is Some other race alone,Estimate; Total: - Householder who is Two or more races:,Margin of Error; Total: - Householder who is Two or more races:,Estimate; Total: - Householder who is Two or more races: - Householder who is Two races including Some other race,Margin of Error; Total: - Householder who is Two or more races: - Householder who is Two races including Some other race,"Estimate; Total: - Householder who is Two or more races: - Householder who is Two races excluding Some other race, and three or more races","Margin of Error; Total: - Householder who is Two or more races: - Householder who is Two races excluding Some other race, and three or more races"
1500000US060371013001,060371013001,"Block Group 1, Census Tract 1013, Los Angeles County, California",489,92,452,100,0,12,5,10,32,28,0,12,0,12,0,12,0,12,0,12
1500000US060371013002,060371013002,"Block Group 2, Census Tract 1013, Los Angeles County, California",379,80,307,79,10,15,0,12,62,39,0,12,0,12,0,12,0,12,0,12
1500000US060371013003,060371013003,"Block Group 3, Census Tract 1013, Los Angeles County, California",352,79,284,72,0,12,0,12,0,12,0,12,68,80,0,12,0,12,0,12
1500000US060371013004,060371013004,"Block Group 4, Census Tract 1013, Los Angeles County, California",309,70,300,71,0,12,0,12,9,15,0,12,0,12,0,12,0,12,0,12
1500000US060371014001,060371014001,"Block Group 1, Census Tract 1014, Los Angeles County, California",346,84,335,87,0,12,0,12,0,12,0,12,11,15,0,12,0,12,0,12
1500000US060371014002,060371014002,"Block Group 2, Census Tract 1014, Los Angeles County, California",651,99,483,104,55,58,28,45,23,22,0,12,50,52,12,19,0,12,12,19
1500000US060371014003,060371014003,"Block Group 3, Census Tract 1014, Los Angeles County, California",537,87,396,80,22,36,0,12,40,26,0,12,53,45,26,40,0,12,26,40
1500000US060371021031,060371021031,"Block Group 1, Census Tract 1021.03, Los Angeles County, California",680,50,568,78,0,12,13,23,43,35,0,12,26,40,30,42,25,40,5,9
1500000US060371021041,060371021041,"Block Group 1, Census Tract 1021.04, Los Angeles County, California",852,118,710,107,14,23,0,12,111,63,0,12,0,12,17,32,0,12,17,32
1500000US060371021042,060371021042,"Block Group 2, Census Tract 1021.04, Los Angeles County, California",458,112,371,122,0,12,0,12,36,47,0,12,0,12,51,70,51,70,0,12
1500000US060371021051,060371021051,"Block Group 1, Census Tract 1021.05, Los Angeles County, California",271,80,235,80,0,12,0,12,4,8,0,12,22,19,10,14,10,14,0,12
1500000US060371021052,060371021052,"Block Group 2, Census Tract 1021.05, Los Angeles County, California",299,79,245,85,0,12,0,12,31,36,0,12,23,27,0,12,0,12,0,12
