location,year,total,single,multi,multiTwo,multiThreeFour,multiFivePlus
SAN DIEGO COUNTY UNINCORPORATED AREA,1998,1488,1452,36,2,16,18
SAN DIEGO COUNTY UNINCORPORATED AREA,1997,1319,1244,75,0,0,75
SAN DIEGO COUNTY UNINCORPORATED AREA,1996,1013,947,66,8,4,54
SAN DIEGO COUNTY UNINCORPORATED AREA,1995,838,784,54,4,0,50
SAN DIEGO COUNTY UNINCORPORATED AREA,1994,908,858,50,18,0,32
SAN DIEGO COUNTY UNINCORPORATED AREA,1993,972,825,147,28,6,113
SAN DIEGO COUNTY UNINCORPORATED AREA,1992,1054,926,128,48,3,77
SAN DIEGO COUNTY UNINCORPORATED AREA,1991,1243,1047,196,28,15,153
SAN DIEGO COUNTY UNINCORPORATED AREA,1990,2848,1674,1174,254,29,891
SAN DIEGO COUNTY UNINCORPORATED AREA,1989,3240,2463,777,80,27,670
SAN DIEGO COUNTY UNINCORPORATED AREA,1988,6632,4271,2361,188,183,1990
SAN DIEGO COUNTY UNINCORPORATED AREA,1987,4938,2924,2014,76,106,1832
SAN DIEGO COUNTY UNINCORPORATED AREA,1986,7593,3674,3919,248,292,3379
SAN DIEGO COUNTY UNINCORPORATED AREA,1985,8310,3196,5114,238,239,4637
SAN DIEGO COUNTY UNINCORPORATED AREA,1984,7349,3095,4254,604,249,3401
SAN DIEGO COUNTY UNINCORPORATED AREA,1983,3417,2097,1320,134,176,1010
SAN DIEGO COUNTY UNINCORPORATED AREA,1982,1347,975,372,58,24,290
SAN DIEGO COUNTY UNINCORPORATED AREA,1981,2035,1558,477,150,63,264
SAN DIEGO COUNTY UNINCORPORATED AREA,1980,3368,2141,1227,104,199,924
SAN DIMAS,2018,2,2,0,0,0,0
SAN DIMAS,2017,5,5,0,0,0,0
SAN DIMAS,2016,17,17,0,0,0,0
SAN DIMAS,2015,7,7,0,0,0,0
SAN DIMAS,2014,2,2,0,0,0,0
SAN DIMAS,2013,211,55,156,0,0,156
SAN DIMAS,2012,8,8,0,0,0,0
SAN DIMAS,2011,6,6,0,0,0,0
SAN DIMAS,2010,1,1,0,0,0,0
SAN DIMAS,2009,3,3,0,0,0,0
SAN DIMAS,2008,27,27,0,0,0,0
SAN DIMAS,2007,5,5,0,0,0,0
SAN DIMAS,2006,9,9,0,0,0,0
SAN DIMAS,2005,10,10,0,0,0,0
SAN DIMAS,2004,10,10,0,0,0,0
SAN DIMAS,2003,15,15,0,0,0,0
SAN DIMAS,2002,12,12,0,0,0,0
SAN DIMAS,2001,46,46,0,0,0,0
SAN DIMAS,2000,26,26,0,0,0,0
SAN DIMAS,1999,50,50,0,0,0,0
SAN DIMAS,1998,6,6,0,0,0,0
SAN DIMAS,1997,19,19,0,0,0,0
SAN DIMAS,1996,112,100,12,0,0,12
SAN DIMAS,1995,110,110,0,0,0,0
SAN DIMAS,1994,24,20,4,4,0,0
SAN DIMAS,1993,0,0,0,0,0,0
SAN DIMAS,1992,67,67,0,0,0,0
SAN DIMAS,1991,15,15,0,0,0,0
SAN DIMAS,1990,63,57,6,6,0,0
SAN DIMAS,1989,299,156,143,6,0,137
SAN DIMAS,1988,169,163,6,6,0,0
SAN DIMAS,1987,155,151,4,4,0,0
SAN DIMAS,1986,780,733,47,10,37,0
SAN DIMAS,1985,103,82,21,18,3,0
SAN DIMAS,1984,306,304,2,2,0,0
SAN DIMAS,1983,312,68,244,0,0,244
SAN DIMAS,1982,51,49,2,2,0,0
SAN DIMAS,1981,68,38,30,0,0,30
SAN DIMAS,1980,572,354,218,0,0,218
SAN FERNANDO,2018,25,11,14,2,12,0
SAN FERNANDO,2017,20,9,11,2,9,0
SAN FERNANDO,2016,13,5,8,0,8,0
SAN FERNANDO,2015,5,5,0,0,0,0
SAN FERNANDO,2014,82,0,82,0,0,82
SAN FERNANDO,2013,80,0,80,0,0,80
SAN FERNANDO,2012,83,1,82,0,0,82
SAN FERNANDO,2011,2,2,0,0,0,0
SAN FERNANDO,2010,3,3,0,0,0,0
SAN FERNANDO,2009,5,5,0,0,0,0
SAN FERNANDO,2008,4,4,0,0,0,0
SAN FERNANDO,2007,49,12,37,2,13,22
SAN FERNANDO,2006,13,13,0,0,0,0
SAN FERNANDO,2005,14,14,0,0,0,0
SAN FERNANDO,2004,14,7,7,4,3,0
SAN FERNANDO,2003,13,8,5,2,3,0
SAN FERNANDO,2002,12,12,0,0,0,0
SAN FERNANDO,2001,6,6,0,0,0,0
SAN FERNANDO,2000,4,4,0,0,0,0
SAN FERNANDO,1999,11,11,0,0,0,0
SAN FERNANDO,1998,5,5,0,0,0,0
SAN FERNANDO,1997,3,3,0,0,0,0
SAN FERNANDO,1996,8,8,0,0,0,0
SAN FERNANDO,1995,13,11,2,2,0,0
SAN FERNANDO,1994,18,10,8,8,0,0
SAN FERNANDO,1993,2,2,0,0,0,0
SAN FERNANDO,1992,26,11,15,4,0,11
SAN FERNANDO,1991,11,3,8,2,0,6
SAN FERNANDO,1990,30,8,22,12,0,10
SAN FERNANDO,1989,20,8,12,6,0,6
SAN FERNANDO,1988,17,12,5,2,3,0
SAN FERNANDO,1987,21,21,0,0,0,0
SAN FERNANDO,1986,39,2,37,4,4,29
SAN FERNANDO,1985,66,5,61,6,8,47
SAN FERNANDO,1984,4,4,0,0,0,0
SAN FERNANDO,1983,83,17,66,0,8,58
SAN FERNANDO,1982,22,4,18,0,0,18
SAN FERNANDO,1981,13,9,4,0,4,0
SAN FERNANDO,1980,72,6,66,2,4,60
SAN FRANCISCO,2018,5178,28,5150,68,29,5053
SAN FRANCISCO,2017,4034,43,3991,24,31,3936
SAN FRANCISCO,2016,4087,123,3964,38,26,3900
SAN FRANCISCO,2015,3665,64,3601,98,25,3478
SAN FRANCISCO,2014,2711,35,2676,70,30,2576
SAN FRANCISCO,2013,4474,54,4420,38,32,4350
SAN FRANCISCO,2012,3089,22,3067,34,19,3014
SAN FRANCISCO,2011,1818,31,1787,20,31,1736
SAN FRANCISCO,2010,779,22,757,10,14,733
SAN FRANCISCO,2009,300,17,283,30,25,228
SAN FRANCISCO,2008,2295,57,2238,60,19,2159
SAN FRANCISCO,2007,2475,55,2420,86,72,2262
SAN FRANCISCO,2006,2398,95,2303,50,51,2202
SAN FRANCISCO,2005,2538,51,2487,38,68,2381
SAN FRANCISCO,2004,2051,58,1993,52,61,1880
SAN FRANCISCO,2003,1430,63,1367,84,52,1231
SAN FRANCISCO,2002,1243,82,1161,96,74,991
SAN FRANCISCO,2001,1191,94,1097,156,105,836
SAN FRANCISCO,2000,2766,81,2685,106,81,2498
SAN FRANCISCO,1999,2694,146,2548,214,162,2172
SAN FRANCISCO,1998,2411,178,2233,152,102,1979
SAN FRANCISCO,1997,1792,189,1603,76,80,1447
SAN FRANCISCO,1996,1226,183,1043,104,109,830
SAN FRANCISCO,1995,515,106,409,64,121,224
SAN FRANCISCO,1994,948,107,841,90,38,713
SAN FRANCISCO,1993,1001,82,919,76,67,776
SAN FRANCISCO,1992,629,70,559,74,52,433
SAN FRANCISCO,1991,987,195,792,118,119,555
SAN FRANCISCO,1990,1077,161,916,88,158,670
SAN FRANCISCO,1989,1508,147,1361,110,156,1095
SAN FRANCISCO,1988,1931,157,1774,138,150,1486
SAN FRANCISCO,1987,2442,155,2287,230,180,1877
SAN FRANCISCO,1986,2037,139,1898,294,255,1349
SAN FRANCISCO,1985,1390,173,1217,172,94,951
SAN FRANCISCO,1984,1313,409,904,144,104,656
SAN FRANCISCO,1983,1212,154,1058,172,137,749
SAN FRANCISCO,1982,1215,150,1065,286,74,705
SAN FRANCISCO,1981,1126,83,1043,152,115,776
SAN FRANCISCO,1980,1132,190,942,184,84,674
SAN GABRIEL,2018,24,24,0,0,0,0
SAN GABRIEL,2017,97,82,15,0,0,15
SAN GABRIEL,2016,84,73,11,0,0,11
SAN GABRIEL,2015,120,76,44,0,0,44
SAN GABRIEL,2014,24,24,0,0,0,0
SAN GABRIEL,2013,16,16,0,0,0,0
SAN GABRIEL,2012,12,12,0,0,0,0
SAN GABRIEL,2011,9,9,0,0,0,0
SAN GABRIEL,2010,11,11,0,0,0,0
SAN GABRIEL,2009,9,9,0,0,0,0
SAN GABRIEL,2008,10,10,0,0,0,0
SAN GABRIEL,2007,44,17,27,0,8,19
SAN GABRIEL,2006,54,43,11,0,11,0
SAN GABRIEL,2005,68,53,15,2,4,9
SAN GABRIEL,2004,44,41,3,0,3,0
SAN GABRIEL,2003,75,63,12,0,12,0
SAN GABRIEL,2002,49,44,5,0,0,5
SAN GABRIEL,2001,49,40,9,0,4,5
SAN GABRIEL,2000,40,33,7,2,0,5
SAN GABRIEL,1999,15,15,0,0,0,0
SAN GABRIEL,1998,56,56,0,0,0,0
SAN GABRIEL,1997,15,15,0,0,0,0
SAN GABRIEL,1996,20,20,0,0,0,0
SAN GABRIEL,1995,24,24,0,0,0,0
SAN GABRIEL,1994,55,16,39,0,3,36
SAN GABRIEL,1993,60,57,3,0,3,0
SAN GABRIEL,1992,72,57,15,2,7,6
SAN GABRIEL,1991,16,16,0,0,0,0
SAN GABRIEL,1990,19,19,0,0,0,0
SAN GABRIEL,1989,14,14,0,0,0,0
SAN GABRIEL,1988,8,8,0,0,0,0
SAN GABRIEL,1987,517,23,494,8,13,473
SAN GABRIEL,1986,400,17,383,4,7,372
SAN GABRIEL,1985,189,46,143,0,4,139
SAN GABRIEL,1984,209,13,196,2,0,194
SAN GABRIEL,1983,90,7,83,2,4,77
SAN GABRIEL,1982,15,5,10,2,0,8
SAN GABRIEL,1981,33,13,20,2,8,10
SAN GABRIEL,1980,78,9,69,2,0,67
SAN JACINTO,2018,158,158,0,0,0,0
SAN JACINTO,2017,158,158,0,0,0,0
SAN JACINTO,2016,146,146,0,0,0,0
SAN JACINTO,2015,113,113,0,0,0,0
SAN JACINTO,2014,56,56,0,0,0,0
SAN JACINTO,2013,35,35,0,0,0,0
SAN JACINTO,2012,43,43,0,0,0,0
SAN JACINTO,2011,13,13,0,0,0,0
SAN JACINTO,2010,38,38,0,0,0,0
SAN JACINTO,2009,9,9,0,0,0,0
SAN JACINTO,2008,14,14,0,0,0,0
SAN JACINTO,2007,358,276,82,2,0,80
SAN JACINTO,2006,1027,991,36,16,0,20
SAN JACINTO,2005,1980,1968,12,12,0,0
SAN JACINTO,2004,909,857,52,0,14,38
SAN JACINTO,2003,431,431,0,0,0,0
SAN JACINTO,2002,342,342,0,0,0,0
SAN JACINTO,2001,229,229,0,0,0,0
SAN JACINTO,2000,153,153,0,0,0,0
SAN JACINTO,1999,346,346,0,0,0,0
SAN JACINTO,1998,183,183,0,0,0,0
SAN JACINTO,1997,65,65,0,0,0,0
SAN JACINTO,1996,53,53,0,0,0,0
SAN JACINTO,1995,101,101,0,0,0,0
SAN JACINTO,1994,61,61,0,0,0,0
SAN JACINTO,1993,108,108,0,0,0,0
SAN JACINTO,1992,374,318,56,0,0,56
SAN JACINTO,1991,342,291,51,0,0,51
SAN JACINTO,1990,737,697,40,4,16,20
SAN JACINTO,1989,519,515,4,4,0,0
SAN JACINTO,1988,298,280,18,14,4,0
SAN JACINTO,1987,105,87,18,6,0,12
SAN JACINTO,1986,378,146,232,18,16,198
SAN JACINTO,1985,284,108,176,6,62,108
SAN JACINTO,1984,137,101,36,0,4,32
SAN JACINTO,1983,121,73,48,48,0,0
SAN JACINTO,1982,44,41,3,0,3,0
SAN JACINTO,1981,78,44,34,2,3,29
SAN JACINTO,1980,56,15,41,6,35,0
SAN JOAQUIN,2018,0,0,0,0,0,0
SAN JOAQUIN,2017,0,0,0,0,0,0
SAN JOAQUIN,2016,0,0,0,0,0,0
SAN JOAQUIN,2015,0,0,0,0,0,0
SAN JOAQUIN,2014,0,0,0,0,0,0
SAN JOAQUIN,2013,0,0,0,0,0,0
SAN JOAQUIN,2012,0,0,0,0,0,0
SAN JOAQUIN,2011,0,0,0,0,0,0
SAN JOAQUIN,2010,0,0,0,0,0,0
SAN JOAQUIN,2009,1,1,0,0,0,0
SAN JOAQUIN,2008,2,2,0,0,0,0
SAN JOAQUIN,2007,51,5,46,0,46,0
SAN JOAQUIN,2006,28,28,0,0,0,0
SAN JOAQUIN,2005,48,48,0,0,0,0
SAN JOAQUIN,2004,11,11,0,0,0,0
SAN JOAQUIN,2003,11,11,0,0,0,0
SAN JOAQUIN,2002,6,6,0,0,0,0
SAN JOAQUIN,2001,13,13,0,0,0,0
SAN JOAQUIN,2000,18,18,0,0,0,0
SAN JOAQUIN,1999,26,26,0,0,0,0
SAN JOAQUIN,1998,21,21,0,0,0,0
SAN JOAQUIN,1997,9,9,0,0,0,0
SAN JOAQUIN,1996,8,8,0,0,0,0
SAN JOAQUIN,1995,16,16,0,0,0,0
SAN JOAQUIN,1994,28,28,0,0,0,0
SAN JOAQUIN,1993,11,11,0,0,0,0
SAN JOAQUIN,1992,23,21,2,2,0,0
SAN JOAQUIN,1991,57,1,56,4,28,24
SAN JOAQUIN,1990,0,0,0,0,0,0
SAN JOAQUIN,1989,3,3,0,0,0,0
SAN JOAQUIN,1988,2,2,0,0,0,0
SAN JOAQUIN,1987,5,5,0,0,0,0
SAN JOAQUIN,1986,5,5,0,0,0,0
SAN JOAQUIN,1985,1,1,0,0,0,0
SAN JOAQUIN,1984,8,8,0,0,0,0
SAN JOAQUIN,1983,0,0,0,0,0,0
SAN JOAQUIN,1982,1,1,0,0,0,0
SAN JOAQUIN,1981,0,0,0,0,0,0
SAN JOAQUIN,1980,0,0,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2018,734,734,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2017,467,467,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2016,383,383,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2015,471,447,24,24,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2014,378,378,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2013,464,462,2,2,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2012,433,433,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2011,241,241,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2010,157,145,12,4,0,8
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2009,126,126,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2008,227,227,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2007,795,736,59,0,11,48
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2006,1051,1049,2,2,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2005,1384,1384,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2004,938,938,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2003,814,804,10,10,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2002,285,285,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2001,332,332,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,2000,307,307,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1999,267,267,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1998,254,254,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1997,207,207,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1996,212,212,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1995,212,212,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1994,238,238,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1993,265,262,3,0,3,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1992,287,280,7,0,7,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1991,262,248,14,14,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1990,629,623,6,6,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1989,888,880,8,8,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1988,817,815,2,2,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1987,526,524,2,2,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1986,414,410,4,0,4,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1985,343,322,21,18,3,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1984,352,340,12,12,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1983,344,344,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1982,245,245,0,0,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1981,379,365,14,14,0,0
SAN JOAQUIN COUNTY UNINCORPORATED AREA,1980,446,430,16,12,4,0
SAN JOSE,2018,2836,238,2598,4,6,2588
SAN JOSE,2017,2441,177,2264,8,15,2241
SAN JOSE,2016,2728,222,2506,4,37,2465
SAN JOSE,2015,2019,155,1864,4,78,1782
SAN JOSE,2014,4445,384,4061,4,104,3953
SAN JOSE,2013,3703,274,3429,8,45,3376
SAN JOSE,2012,3498,186,3312,8,27,3277
SAN JOSE,2011,1045,83,962,2,0,960
SAN JOSE,2010,2422,74,2348,4,16,2328
SAN JOSE,2009,269,31,238,14,7,217
SAN JOSE,2008,1769,214,1555,6,38,1511
SAN JOSE,2007,1942,325,1617,26,24,1567
SAN JOSE,2006,2975,602,2373,6,75,2292
SAN JOSE,2005,2775,805,1970,18,127,1825
SAN JOSE,2004,2795,946,1849,78,83,1688
SAN JOSE,2003,4336,1135,3201,54,84,3063
SAN JOSE,2002,2465,620,1845,6,71,1768
SAN JOSE,2001,3375,540,2835,6,0,2829
SAN JOSE,2000,4426,1336,3090,8,40,3042
SAN JOSE,1999,3479,1596,1883,14,103,1766
SAN JOSE,1998,4760,1963,2797,72,180,2545
SAN JOSE,1997,4368,2329,2039,32,67,1940
SAN JOSE,1996,4061,2229,1832,22,154,1656
SAN JOSE,1995,1829,820,1009,24,113,872
SAN JOSE,1994,2011,903,1108,38,146,924
SAN JOSE,1993,2326,779,1547,30,105,1412
SAN JOSE,1992,1662,954,708,8,7,693
SAN JOSE,1991,2063,643,1420,4,16,1400
SAN JOSE,1990,1725,368,1357,8,32,1317
SAN JOSE,1989,2183,1287,896,2,32,862
SAN JOSE,1988,3492,1717,1775,10,119,1646
SAN JOSE,1987,3609,1238,2371,34,186,2151
SAN JOSE,1986,3764,1334,2430,44,143,2243
SAN JOSE,1985,4850,1987,2863,60,237,2566
SAN JOSE,1984,4710,2334,2376,98,142,2136
SAN JOSE,1983,4754,2144,2610,176,86,2348
SAN JOSE,1982,1285,858,427,68,9,350
SAN JOSE,1981,1854,953,901,22,235,644
SAN JOSE,1980,4884,3071,1813,144,35,1634
SAN JUAN BAUTISTA,2018,66,64,2,2,0,0
SAN JUAN BAUTISTA,2017,4,4,0,0,0,0
SAN JUAN BAUTISTA,2016,10,10,0,0,0,0
SAN JUAN BAUTISTA,2015,7,7,0,0,0,0
SAN JUAN BAUTISTA,2014,7,7,0,0,0,0
SAN JUAN BAUTISTA,2013,2,2,0,0,0,0
SAN JUAN BAUTISTA,2012,0,0,0,0,0,0
SAN JUAN BAUTISTA,2011,0,0,0,0,0,0
SAN JUAN BAUTISTA,2010,0,0,0,0,0,0
SAN JUAN BAUTISTA,2009,0,0,0,0,0,0
SAN JUAN BAUTISTA,2008,0,0,0,0,0,0
SAN JUAN BAUTISTA,2007,3,3,0,0,0,0
SAN JUAN BAUTISTA,2006,0,0,0,0,0,0
SAN JUAN BAUTISTA,2005,44,4,40,0,0,40
SAN JUAN BAUTISTA,2004,0,0,0,0,0,0
SAN JUAN BAUTISTA,2003,4,4,0,0,0,0
SAN JUAN BAUTISTA,2002,42,42,0,0,0,0
SAN JUAN BAUTISTA,2001,15,15,0,0,0,0
SAN JUAN BAUTISTA,2000,1,1,0,0,0,0
SAN JUAN BAUTISTA,1999,2,2,0,0,0,0
SAN JUAN BAUTISTA,1998,2,2,0,0,0,0
SAN JUAN BAUTISTA,1997,4,1,3,0,3,0
SAN JUAN BAUTISTA,1996,2,0,2,2,0,0
SAN JUAN BAUTISTA,1995,4,4,0,0,0,0
SAN JUAN BAUTISTA,1994,4,4,0,0,0,0
SAN JUAN BAUTISTA,1993,3,3,0,0,0,0
SAN JUAN BAUTISTA,1992,3,3,0,0,0,0
SAN JUAN BAUTISTA,1991,1,1,0,0,0,0
SAN JUAN BAUTISTA,1990,2,2,0,0,0,0
SAN JUAN BAUTISTA,1989,3,3,0,0,0,0
SAN JUAN BAUTISTA,1988,3,3,0,0,0,0
SAN JUAN BAUTISTA,1987,5,5,0,0,0,0
SAN JUAN BAUTISTA,1986,8,8,0,0,0,0
SAN JUAN BAUTISTA,1985,11,11,0,0,0,0
SAN JUAN BAUTISTA,1984,23,23,0,0,0,0
SAN JUAN BAUTISTA,1983,18,18,0,0,0,0
SAN JUAN BAUTISTA,1982,6,6,0,0,0,0
SAN JUAN BAUTISTA,1981,1,1,0,0,0,0
SAN JUAN BAUTISTA,1980,10,10,0,0,0,0
SAN JUAN CAPISTRANO,2018,73,43,30,0,30,0
SAN JUAN CAPISTRANO,2017,94,94,0,0,0,0
SAN JUAN CAPISTRANO,2016,62,62,0,0,0,0
SAN JUAN CAPISTRANO,2015,48,48,0,0,0,0
SAN JUAN CAPISTRANO,2014,59,59,0,0,0,0
SAN JUAN CAPISTRANO,2013,102,102,0,0,0,0
SAN JUAN CAPISTRANO,2012,101,101,0,0,0,0
SAN JUAN CAPISTRANO,2011,14,14,0,0,0,0
SAN JUAN CAPISTRANO,2010,26,26,0,0,0,0
SAN JUAN CAPISTRANO,2009,12,8,4,4,0,0
SAN JUAN CAPISTRANO,2008,54,8,46,8,0,38
SAN JUAN CAPISTRANO,2007,89,89,0,0,0,0
SAN JUAN CAPISTRANO,2006,36,36,0,0,0,0
SAN JUAN CAPISTRANO,2005,70,70,0,0,0,0
SAN JUAN CAPISTRANO,2004,14,14,0,0,0,0
SAN JUAN CAPISTRANO,2003,26,26,0,0,0,0
SAN JUAN CAPISTRANO,2002,101,101,0,0,0,0
SAN JUAN CAPISTRANO,2001,91,85,6,0,0,6
SAN JUAN CAPISTRANO,2000,47,47,0,0,0,0
SAN JUAN CAPISTRANO,1999,53,53,0,0,0,0
SAN JUAN CAPISTRANO,1998,127,127,0,0,0,0
SAN JUAN CAPISTRANO,1997,313,313,0,0,0,0
SAN JUAN CAPISTRANO,1996,301,189,112,0,0,112
SAN JUAN CAPISTRANO,1995,77,77,0,0,0,0
SAN JUAN CAPISTRANO,1994,97,97,0,0,0,0
SAN JUAN CAPISTRANO,1993,101,101,0,0,0,0
SAN JUAN CAPISTRANO,1992,86,86,0,0,0,0
SAN JUAN CAPISTRANO,1991,128,124,4,4,0,0
SAN JUAN CAPISTRANO,1990,75,75,0,0,0,0
SAN JUAN CAPISTRANO,1989,260,233,27,8,19,0
SAN JUAN CAPISTRANO,1988,316,251,65,16,49,0
SAN JUAN CAPISTRANO,1987,292,201,91,8,83,0
SAN JUAN CAPISTRANO,1986,57,57,0,0,0,0
SAN JUAN CAPISTRANO,1985,326,114,212,0,0,212
SAN JUAN CAPISTRANO,1984,168,168,0,0,0,0
SAN JUAN CAPISTRANO,1983,117,117,0,0,0,0
SAN JUAN CAPISTRANO,1982,90,90,0,0,0,0
SAN JUAN CAPISTRANO,1981,181,150,31,6,14,11
SAN JUAN CAPISTRANO,1980,102,62,40,0,40,0
SAN LEANDRO,2018,2,2,0,0,0,0
SAN LEANDRO,2017,85,0,85,0,0,85
SAN LEANDRO,2016,4,4,0,0,0,0
SAN LEANDRO,2015,0,0,0,0,0,0
SAN LEANDRO,2014,116,1,115,0,0,115
SAN LEANDRO,2013,2,2,0,0,0,0
SAN LEANDRO,2012,7,7,0,0,0,0
SAN LEANDRO,2011,8,8,0,0,0,0
SAN LEANDRO,2010,7,7,0,0,0,0
SAN LEANDRO,2009,54,3,51,0,0,51
SAN LEANDRO,2008,8,8,0,0,0,0
SAN LEANDRO,2007,32,19,13,2,0,11
SAN LEANDRO,2006,76,74,2,2,0,0
SAN LEANDRO,2005,17,17,0,0,0,0
SAN LEANDRO,2004,38,38,0,0,0,0
SAN LEANDRO,2003,60,58,2,2,0,0
SAN LEANDRO,2002,244,244,0,0,0,0
SAN LEANDRO,2001,114,114,0,0,0,0
SAN LEANDRO,2000,175,175,0,0,0,0
SAN LEANDRO,1999,377,377,0,0,0,0
SAN LEANDRO,1998,322,322,0,0,0,0
SAN LEANDRO,1997,216,216,0,0,0,0
SAN LEANDRO,1996,90,90,0,0,0,0
SAN LEANDRO,1995,77,77,0,0,0,0
SAN LEANDRO,1994,98,74,24,0,0,24
SAN LEANDRO,1993,82,82,0,0,0,0
SAN LEANDRO,1992,18,18,0,0,0,0
SAN LEANDRO,1991,42,40,2,2,0,0
SAN LEANDRO,1990,34,8,26,0,0,26
SAN LEANDRO,1989,21,5,16,16,0,0
SAN LEANDRO,1988,111,82,29,10,9,10
SAN LEANDRO,1987,163,11,152,2,4,146
SAN LEANDRO,1986,591,5,586,22,7,557
SAN LEANDRO,1985,440,5,435,20,30,385
SAN LEANDRO,1984,54,11,43,2,6,35
SAN LEANDRO,1983,124,75,49,2,0,47
SAN LEANDRO,1982,219,1,218,0,0,218
SAN LEANDRO,1981,226,15,211,4,11,196
SAN LEANDRO,1980,182,132,50,12,0,38
SAN LUIS OBISPO,2018,257,122,135,0,31,104
SAN LUIS OBISPO,2017,153,108,45,0,7,38
SAN LUIS OBISPO,2016,93,93,0,0,0,0
SAN LUIS OBISPO,2015,151,151,0,0,0,0
SAN LUIS OBISPO,2014,200,139,61,14,4,43
SAN LUIS OBISPO,2013,75,57,18,6,4,8
SAN LUIS OBISPO,2012,101,31,70,6,7,57
SAN LUIS OBISPO,2011,26,8,18,0,18,0
SAN LUIS OBISPO,2010,65,9,56,2,7,47
SAN LUIS OBISPO,2009,38,29,9,6,3,0
SAN LUIS OBISPO,2008,96,69,27,12,3,12
SAN LUIS OBISPO,2007,73,48,25,18,7,0
SAN LUIS OBISPO,2006,126,38,88,38,24,26
SAN LUIS OBISPO,2005,35,27,8,8,0,0
SAN LUIS OBISPO,2004,115,59,56,10,6,40
SAN LUIS OBISPO,2003,298,154,144,4,6,134
SAN LUIS OBISPO,2002,349,180,169,6,22,141
SAN LUIS OBISPO,2001,136,111,25,4,10,11
SAN LUIS OBISPO,2000,100,57,43,8,9,26
SAN LUIS OBISPO,1999,115,81,34,4,0,30
SAN LUIS OBISPO,1998,121,109,12,12,0,0
SAN LUIS OBISPO,1997,144,132,12,8,4,0
SAN LUIS OBISPO,1996,138,132,6,6,0,0
SAN LUIS OBISPO,1995,91,74,17,4,0,13
SAN LUIS OBISPO,1994,66,64,2,2,0,0
SAN LUIS OBISPO,1993,91,64,27,0,3,24
SAN LUIS OBISPO,1992,46,42,4,4,0,0
SAN LUIS OBISPO,1991,46,23,23,14,9,0
SAN LUIS OBISPO,1990,80,51,29,20,9,0
SAN LUIS OBISPO,1989,325,273,52,14,14,24
SAN LUIS OBISPO,1988,270,229,41,20,21,0
SAN LUIS OBISPO,1987,270,202,68,40,18,10
SAN LUIS OBISPO,1986,432,287,145,56,18,71
SAN LUIS OBISPO,1985,467,180,287,40,30,217
SAN LUIS OBISPO,1984,581,205,376,74,86,216
SAN LUIS OBISPO,1983,505,118,387,22,40,325
SAN LUIS OBISPO,1982,74,36,38,4,26,8
SAN LUIS OBISPO,1981,111,96,15,6,3,6
SAN LUIS OBISPO,1980,161,82,79,20,15,44
SAN LUIS OBISPO COUNTY UNINCORPORATED AREA,2018,539,419,120,0,15,105
