location,year,total,single,multi,multiTwo,multiThreeFour,multiFivePlus
ESCONDIDO,1984,2234,532,1702,6,24,1672
ESCONDIDO,1983,772,566,206,10,55,141
ESCONDIDO,1982,262,169,93,22,54,17
ESCONDIDO,1981,381,245,136,0,9,127
ESCONDIDO,1980,493,252,241,14,70,157
ETNA,2004,0,0,0,0,0,0
ETNA,2003,0,0,0,0,0,0
ETNA,2002,1,1,0,0,0,0
ETNA,2001,0,0,0,0,0,0
ETNA,2000,0,0,0,0,0,0
ETNA,1999,0,0,0,0,0,0
ETNA,1998,1,1,0,0,0,0
ETNA,1997,1,1,0,0,0,0
ETNA,1996,2,2,0,0,0,0
ETNA,1995,1,1,0,0,0,0
ETNA,1994,0,0,0,0,0,0
ETNA,1993,2,2,0,0,0,0
ETNA,1992,1,1,0,0,0,0
ETNA,1991,0,0,0,0,0,0
ETNA,1990,1,1,0,0,0,0
ETNA,1989,0,0,0,0,0,0
ETNA,1988,0,0,0,0,0,0
ETNA,1987,0,0,0,0,0,0
ETNA,1986,0,0,0,0,0,0
ETNA,1985,0,0,0,0,0,0
ETNA,1984,0,0,0,0,0,0
ETNA,1983,0,0,0,0,0,0
ETNA,1982,0,0,0,0,0,0
ETNA,1981,0,0,0,0,0,0
ETNA,1980,0,0,0,0,0,0
EUREKA,2018,4,4,0,0,0,0
EUREKA,2017,4,4,0,0,0,0
EUREKA,2016,4,4,0,0,0,0
EUREKA,2015,59,9,50,0,0,50
EUREKA,2014,11,4,7,4,3,0
EUREKA,2013,8,4,4,4,0,0
EUREKA,2012,27,5,22,2,0,20
EUREKA,2011,0,0,0,0,0,0
EUREKA,2010,21,3,18,2,0,16
EUREKA,2009,9,5,4,0,4,0
EUREKA,2008,10,4,6,0,6,0
EUREKA,2007,18,14,4,0,4,0
EUREKA,2006,36,18,18,10,8,0
EUREKA,2005,47,19,28,14,14,0
EUREKA,2004,37,15,22,8,14,0
EUREKA,2003,41,15,26,2,24,0
EUREKA,2002,37,19,18,0,18,0
EUREKA,2001,41,17,24,6,8,10
EUREKA,2000,15,15,0,0,0,0
EUREKA,1999,26,18,8,2,0,6
EUREKA,1998,39,23,16,0,8,8
EUREKA,1997,16,16,0,0,0,0
EUREKA,1996,14,14,0,0,0,0
EUREKA,1995,17,17,0,0,0,0
EUREKA,1994,26,18,8,2,6,0
EUREKA,1993,57,20,37,6,12,19
EUREKA,1992,50,27,23,2,3,18
EUREKA,1991,97,36,61,6,29,26
EUREKA,1990,66,27,39,2,22,15
EUREKA,1989,63,18,45,6,15,24
EUREKA,1988,44,27,17,6,11,0
EUREKA,1987,73,28,45,6,11,28
EUREKA,1986,54,27,27,4,16,7
EUREKA,1985,54,44,10,2,0,8
EUREKA,1984,50,42,8,4,4,0
EUREKA,1983,47,37,10,2,8,0
EUREKA,1982,28,15,13,2,11,0
EUREKA,1981,38,13,25,0,15,10
EUREKA,1980,33,19,14,2,12,0
EXETER,2015,,,,,,
EXETER,2014,,,,,,
EXETER,2013,,,,,,
EXETER,2012,,,,,,
EXETER,2011,,,,,,
EXETER,2010,,,,,,
EXETER,2009,,,,,,
EXETER,2008,0,0,0,0,0,0
EXETER,2007,13,11,2,2,0,0
EXETER,2006,20,20,0,0,0,0
EXETER,2005,73,73,0,0,0,0
EXETER,2004,5,5,0,0,0,0
EXETER,2003,4,4,0,0,0,0
EXETER,2002,42,39,3,0,3,0
EXETER,2001,48,48,0,0,0,0
EXETER,2000,41,39,2,2,0,0
EXETER,1999,43,41,2,2,0,0
EXETER,1998,51,51,0,0,0,0
EXETER,1997,33,33,0,0,0,0
EXETER,1996,68,50,18,0,0,18
EXETER,1995,36,36,0,0,0,0
EXETER,1994,41,41,0,0,0,0
EXETER,1993,74,25,49,0,4,45
EXETER,1992,96,81,15,12,3,0
EXETER,1991,46,42,4,4,0,0
EXETER,1990,45,35,10,2,8,0
EXETER,1989,17,9,8,4,4,0
EXETER,1988,82,36,46,2,44,0
EXETER,1987,103,38,65,20,39,6
EXETER,1986,95,85,10,6,4,0
EXETER,1985,57,47,10,6,4,0
EXETER,1984,57,31,26,2,24,0
EXETER,1983,54,36,18,4,4,10
EXETER,1982,14,8,6,6,0,0
EXETER,1981,22,22,0,0,0,0
EXETER,1980,30,18,12,4,8,0
FAIRFAX TOWN,2018,0,0,0,0,0,0
FAIRFAX TOWN,2017,2,2,0,0,0,0
FAIRFAX TOWN,2016,0,0,0,0,0,0
FAIRFAX TOWN,2015,2,2,0,0,0,0
FAIRFAX TOWN,2014,3,3,0,0,0,0
FAIRFAX TOWN,2013,1,1,0,0,0,0
FAIRFAX TOWN,2012,1,1,0,0,0,0
FAIRFAX TOWN,2011,1,1,0,0,0,0
FAIRFAX TOWN,2010,1,1,0,0,0,0
FAIRFAX TOWN,2009,0,0,0,0,0,0
FAIRFAX TOWN,2008,1,1,0,0,0,0
FAIRFAX TOWN,2007,3,3,0,0,0,0
FAIRFAX TOWN,2006,1,1,0,0,0,0
FAIRFAX TOWN,2005,4,4,0,0,0,0
FAIRFAX TOWN,2004,3,3,0,0,0,0
FAIRFAX TOWN,2003,4,4,0,0,0,0
FAIRFAX TOWN,2002,1,1,0,0,0,0
FAIRFAX TOWN,2001,2,2,0,0,0,0
FAIRFAX TOWN,2000,0,0,0,0,0,0
FAIRFAX TOWN,1999,1,1,0,0,0,0
FAIRFAX TOWN,1998,1,1,0,0,0,0
FAIRFAX TOWN,1997,2,2,0,0,0,0
FAIRFAX TOWN,1996,2,2,0,0,0,0
FAIRFAX TOWN,1995,2,2,0,0,0,0
FAIRFAX TOWN,1994,0,0,0,0,0,0
FAIRFAX TOWN,1993,6,6,0,0,0,0
FAIRFAX TOWN,1992,7,7,0,0,0,0
FAIRFAX TOWN,1991,8,8,0,0,0,0
FAIRFAX TOWN,1990,3,3,0,0,0,0
FAIRFAX TOWN,1989,14,14,0,0,0,0
FAIRFAX TOWN,1988,132,125,7,2,0,5
FAIRFAX TOWN,1987,9,4,5,0,0,5
FAIRFAX TOWN,1986,77,7,70,0,0,70
FAIRFAX TOWN,1985,18,14,4,4,0,0
FAIRFAX TOWN,1984,2,2,0,0,0,0
FAIRFAX TOWN,1983,4,4,0,0,0,0
FAIRFAX TOWN,1982,9,7,2,2,0,0
FAIRFAX TOWN,1981,7,7,0,0,0,0
FAIRFAX TOWN,1980,7,7,0,0,0,0
FAIRFIELD,2018,314,314,0,0,0,0
FAIRFIELD,2017,268,268,0,0,0,0
FAIRFIELD,2016,264,201,63,0,0,63
FAIRFIELD,2015,671,383,288,2,0,286
FAIRFIELD,2014,316,316,0,0,0,0
FAIRFIELD,2013,217,217,0,0,0,0
FAIRFIELD,2012,277,277,0,0,0,0
FAIRFIELD,2011,181,181,0,0,0,0
FAIRFIELD,2010,139,139,0,0,0,0
FAIRFIELD,2009,147,147,0,0,0,0
FAIRFIELD,2008,34,34,0,0,0,0
FAIRFIELD,2007,206,180,26,22,4,0
FAIRFIELD,2006,244,242,2,2,0,0
FAIRFIELD,2005,840,833,7,4,3,0
FAIRFIELD,2004,1046,926,120,90,0,30
FAIRFIELD,2003,1067,601,466,66,0,400
FAIRFIELD,2002,786,758,28,0,12,16
FAIRFIELD,2001,1107,778,329,0,26,303
FAIRFIELD,2000,587,587,0,0,0,0
FAIRFIELD,1999,686,394,292,0,0,292
FAIRFIELD,1998,449,389,60,0,0,60
FAIRFIELD,1997,355,355,0,0,0,0
FAIRFIELD,1996,753,402,351,102,126,123
FAIRFIELD,1995,381,334,47,14,33,0
FAIRFIELD,1994,532,416,116,0,61,55
FAIRFIELD,1993,323,289,34,4,15,15
FAIRFIELD,1992,503,436,67,2,55,10
FAIRFIELD,1991,222,202,20,0,15,5
FAIRFIELD,1990,578,225,353,6,294,53
FAIRFIELD,1989,2013,1706,307,4,14,289
FAIRFIELD,1988,1485,987,498,8,39,451
FAIRFIELD,1987,511,495,16,0,8,8
FAIRFIELD,1986,905,738,167,6,47,114
FAIRFIELD,1985,1475,587,888,6,22,860
FAIRFIELD,1984,532,350,182,0,8,174
FAIRFIELD,1983,646,457,189,4,16,169
FAIRFIELD,1982,447,326,121,18,32,71
FAIRFIELD,1981,390,350,40,4,3,33
FAIRFIELD,1980,461,209,252,12,0,240
FARMERSVILLE,2015,,,,,,
FARMERSVILLE,2014,,,,,,
FARMERSVILLE,2013,,,,,,
FARMERSVILLE,2012,,,,,,
FARMERSVILLE,2011,,,,,,
FARMERSVILLE,2010,,,,,,
FARMERSVILLE,2009,,,,,,
FARMERSVILLE,2008,0,0,0,0,0,0
FARMERSVILLE,2007,33,33,0,0,0,0
FARMERSVILLE,2006,45,43,2,2,0,0
FARMERSVILLE,2005,31,31,0,0,0,0
FARMERSVILLE,2004,79,31,48,0,0,48
FARMERSVILLE,2003,50,50,0,0,0,0
FARMERSVILLE,2002,46,46,0,0,0,0
FARMERSVILLE,2001,36,36,0,0,0,0
FARMERSVILLE,2000,20,20,0,0,0,0
FARMERSVILLE,1999,48,48,0,0,0,0
FARMERSVILLE,1998,41,39,2,2,0,0
FARMERSVILLE,1997,27,27,0,0,0,0
FARMERSVILLE,1996,64,64,0,0,0,0
FARMERSVILLE,1995,84,74,10,0,10,0
FARMERSVILLE,1994,71,49,22,2,20,0
FARMERSVILLE,1993,51,51,0,0,0,0
FARMERSVILLE,1992,32,32,0,0,0,0
FARMERSVILLE,1991,45,43,2,2,0,0
FARMERSVILLE,1990,16,16,0,0,0,0
FARMERSVILLE,1989,11,11,0,0,0,0
FARMERSVILLE,1988,1,1,0,0,0,0
FARMERSVILLE,1987,1,1,0,0,0,0
FARMERSVILLE,1986,1,1,0,0,0,0
FARMERSVILLE,1985,0,0,0,0,0,0
FARMERSVILLE,1984,14,8,6,0,6,0
FARMERSVILLE,1983,22,10,12,0,12,0
FARMERSVILLE,1982,13,13,0,0,0,0
FARMERSVILLE,1981,12,12,0,0,0,0
FARMERSVILLE,1980,15,15,0,0,0,0
FERNDALE,2018,2,2,0,0,0,0
FERNDALE,2017,0,0,0,0,0,0
FERNDALE,2016,2,2,0,0,0,0
FERNDALE,2015,0,0,0,0,0,0
FERNDALE,2014,0,0,0,0,0,0
FERNDALE,2013,2,2,0,0,0,0
FERNDALE,2012,0,0,0,0,0,0
FERNDALE,2011,0,0,0,0,0,0
FERNDALE,2010,5,5,0,0,0,0
FERNDALE,2009,0,0,0,0,0,0
FERNDALE,2008,1,1,0,0,0,0
FERNDALE,2007,1,1,0,0,0,0
FERNDALE,2006,0,0,0,0,0,0
FERNDALE,2005,8,8,0,0,0,0
FERNDALE,2004,3,3,0,0,0,0
FERNDALE,2003,4,4,0,0,0,0
FERNDALE,2002,10,10,0,0,0,0
FERNDALE,2001,6,6,0,0,0,0
FERNDALE,2000,9,6,3,0,3,0
FERNDALE,1999,5,5,0,0,0,0
FERNDALE,1998,5,3,2,2,0,0
FERNDALE,1997,2,2,0,0,0,0
FERNDALE,1996,2,2,0,0,0,0
FERNDALE,1995,3,3,0,0,0,0
FERNDALE,1994,4,4,0,0,0,0
FERNDALE,1993,6,6,0,0,0,0
FERNDALE,1992,7,7,0,0,0,0
FERNDALE,1991,13,7,6,2,4,0
FERNDALE,1990,5,5,0,0,0,0
FERNDALE,1989,4,4,0,0,0,0
FERNDALE,1988,1,1,0,0,0,0
FERNDALE,1987,3,3,0,0,0,0
FERNDALE,1986,2,2,0,0,0,0
FERNDALE,1985,1,1,0,0,0,0
FERNDALE,1984,1,1,0,0,0,0
FERNDALE,1983,2,2,0,0,0,0
FERNDALE,1982,1,1,0,0,0,0
FERNDALE,1981,1,1,0,0,0,0
FERNDALE,1980,0,0,0,0,0,0
FILLMORE,2018,57,57,0,0,0,0
FILLMORE,2017,54,54,0,0,0,0
FILLMORE,2016,62,62,0,0,0,0
FILLMORE,2015,50,50,0,0,0,0
FILLMORE,2014,41,41,0,0,0,0
FILLMORE,2013,21,21,0,0,0,0
FILLMORE,2012,18,18,0,0,0,0
FILLMORE,2011,4,4,0,0,0,0
FILLMORE,2010,1,1,0,0,0,0
FILLMORE,2009,0,0,0,0,0,0
FILLMORE,2008,37,8,29,0,29,0
FILLMORE,2007,29,29,0,0,0,0
FILLMORE,2006,53,53,0,0,0,0
FILLMORE,2005,95,38,57,0,7,50
FILLMORE,2004,31,31,0,0,0,0
FILLMORE,2003,49,49,0,0,0,0
FILLMORE,2002,4,4,0,0,0,0
FILLMORE,2001,170,166,4,0,4,0
FILLMORE,2000,130,130,0,0,0,0
FILLMORE,1999,30,30,0,0,0,0
FILLMORE,1998,4,4,0,0,0,0
FILLMORE,1997,22,18,4,0,4,0
FILLMORE,1996,58,15,43,0,0,43
FILLMORE,1995,44,38,6,0,0,6
FILLMORE,1994,33,33,0,0,0,0
FILLMORE,1993,59,59,0,0,0,0
FILLMORE,1992,48,48,0,0,0,0
FILLMORE,1991,29,29,0,0,0,0
FILLMORE,1990,30,26,4,4,0,0
FILLMORE,1989,56,47,9,6,3,0
FILLMORE,1988,78,55,23,0,7,16
FILLMORE,1987,67,24,43,0,3,40
FILLMORE,1986,32,26,6,2,4,0
FILLMORE,1985,132,122,10,0,0,10
FILLMORE,1984,69,69,0,0,0,0
FILLMORE,1983,12,5,7,4,3,0
FILLMORE,1982,32,32,0,0,0,0
FILLMORE,1981,11,9,2,2,0,0
FILLMORE,1980,16,13,3,0,3,0
FIREBAUGH,2018,0,0,0,0,0,0
FIREBAUGH,2017,9,1,8,8,0,0
FIREBAUGH,2016,0,0,0,0,0,0
FIREBAUGH,2015,0,0,0,0,0,0
FIREBAUGH,2014,0,0,0,0,0,0
FIREBAUGH,2013,58,58,0,0,0,0
FIREBAUGH,2012,49,49,0,0,0,0
FIREBAUGH,2011,37,37,0,0,0,0
FIREBAUGH,2010,46,46,0,0,0,0
FIREBAUGH,2009,44,44,0,0,0,0
FIREBAUGH,2008,15,15,0,0,0,0
FIREBAUGH,2007,33,33,0,0,0,0
FIREBAUGH,2006,4,4,0,0,0,0
FIREBAUGH,2005,5,5,0,0,0,0
FIREBAUGH,2004,40,40,0,0,0,0
FIREBAUGH,2003,0,0,0,0,0,0
FIREBAUGH,2002,46,46,0,0,0,0
FIREBAUGH,2001,0,0,0,0,0,0
FIREBAUGH,2000,0,0,0,0,0,0
FIREBAUGH,1999,0,0,0,0,0,0
FIREBAUGH,1998,0,0,0,0,0,0
FIREBAUGH,1997,48,48,0,0,0,0
FIREBAUGH,1996,58,58,0,0,0,0
FIREBAUGH,1995,56,56,0,0,0,0
FIREBAUGH,1994,150,70,80,0,0,80
FIREBAUGH,1993,59,54,5,0,0,5
FIREBAUGH,1992,2,2,0,0,0,0
FIREBAUGH,1991,13,13,0,0,0,0
FIREBAUGH,1990,18,18,0,0,0,0
FIREBAUGH,1989,91,91,0,0,0,0
FIREBAUGH,1988,9,9,0,0,0,0
FIREBAUGH,1987,257,13,244,0,0,244
FIREBAUGH,1986,3,3,0,0,0,0
FIREBAUGH,1985,67,64,3,0,3,0
FIREBAUGH,1984,5,5,0,0,0,0
FIREBAUGH,1983,0,0,0,0,0,0
FIREBAUGH,1982,1,1,0,0,0,0
FIREBAUGH,1981,0,0,0,0,0,0
FIREBAUGH,1980,0,0,0,0,0,0
FOLSOM,2018,785,424,361,16,0,345
FOLSOM,2017,494,139,355,0,0,355
FOLSOM,2016,156,152,4,0,4,0
FOLSOM,2015,246,246,0,0,0,0
FOLSOM,2014,300,300,0,0,0,0
FOLSOM,2013,341,337,4,4,0,0
FOLSOM,2012,222,165,57,0,0,57
FOLSOM,2011,99,59,40,0,6,34
FOLSOM,2010,74,48,26,0,7,19
FOLSOM,2009,93,93,0,0,0,0
FOLSOM,2008,131,125,6,0,0,6
FOLSOM,2007,197,176,21,0,3,18
FOLSOM,2006,629,472,157,4,20,133
FOLSOM,2005,724,538,186,0,22,164
FOLSOM,2004,872,757,115,0,0,115
FOLSOM,2003,783,734,49,0,0,49
FOLSOM,2002,803,615,188,4,0,184
FOLSOM,2001,1629,867,762,0,0,762
FOLSOM,2000,1243,1243,0,0,0,0
FOLSOM,1999,1798,1087,711,0,0,711
FOLSOM,1998,1442,934,508,0,0,508
FOLSOM,1997,967,826,141,0,0,141
FOLSOM,1996,628,628,0,0,0,0
FOLSOM,1995,578,578,0,0,0,0
FOLSOM,1994,610,610,0,0,0,0
FOLSOM,1993,657,657,0,0,0,0
FOLSOM,1992,577,575,2,2,0,0
FOLSOM,1991,265,263,2,2,0,0
FOLSOM,1990,1544,818,726,2,0,724
FOLSOM,1989,1078,1062,16,16,0,0
FOLSOM,1988,1078,911,167,0,0,167
FOLSOM,1987,846,458,388,2,0,386
FOLSOM,1986,570,513,57,0,24,33
FOLSOM,1985,717,515,202,2,0,200
FOLSOM,1984,467,457,10,10,0,0
FOLSOM,1983,439,439,0,0,0,0
FOLSOM,1982,109,109,0,0,0,0
FOLSOM,1981,134,134,0,0,0,0
FOLSOM,1980,144,144,0,0,0,0
FONTANA,2018,498,413,85,6,3,76
FONTANA,2017,663,562,101,0,4,97
FONTANA,2016,488,458,30,0,7,23
FONTANA,2015,513,456,57,0,0,57
FONTANA,2014,396,336,60,0,0,60
FONTANA,2013,223,223,0,0,0,0
FONTANA,2012,277,179,98,0,0,98
FONTANA,2011,136,136,0,0,0,0
FONTANA,2010,305,103,202,14,88,100
FONTANA,2009,526,326,200,0,4,196
FONTANA,2008,187,177,10,4,0,6
FONTANA,2007,820,794,26,0,0,26
FONTANA,2006,1001,1001,0,0,0,0
FONTANA,2005,1865,1851,14,2,12,0
FONTANA,2004,1545,1359,186,0,0,186
FONTANA,2003,1340,1340,0,0,0,0
FONTANA,2002,1808,1806,2,2,0,0
FONTANA,2001,1083,1083,0,0,0,0
FONTANA,2000,1435,1435,0,0,0,0
FONTANA,1999,1323,1323,0,0,0,0
FONTANA,1998,1301,1301,0,0,0,0
FONTANA,1997,926,926,0,0,0,0
FONTANA,1996,725,723,2,2,0,0
FONTANA,1995,271,271,0,0,0,0
FONTANA,1994,419,415,4,4,0,0
FONTANA,1993,360,356,4,4,0,0
FONTANA,1992,545,500,45,2,0,43
FONTANA,1991,555,338,217,2,0,215
FONTANA,1990,1362,1342,20,0,0,20
FONTANA,1989,2024,1852,172,0,0,172
FONTANA,1988,1696,1134,562,2,4,556
FONTANA,1987,2626,1431,1195,14,12,1169
FONTANA,1986,3791,2427,1364,4,48,1312
FONTANA,1985,1848,1475,373,2,86,285
FONTANA,1984,1133,805,328,0,132,196
FONTANA,1983,387,307,80,2,41,37
FONTANA,1982,42,38,4,0,4,0
FONTANA,1981,371,233,138,58,80,0
FONTANA,1980,689,470,219,0,128,91
FORT BRAGG,2015,,,,,,
FORT BRAGG,2014,,,,,,
FORT BRAGG,2013,,,,,,
FORT BRAGG,2012,,,,,,
FORT BRAGG,2011,,,,,,
FORT BRAGG,2010,,,,,,
FORT BRAGG,2009,,,,,,
FORT BRAGG,2008,,,,,,
FORT BRAGG,2007,,,,,,
FORT BRAGG,2006,,,,,,
FORT BRAGG,2005,,,,,,
FORT BRAGG,2004,,,,,,
FORT BRAGG,2003,,,,,,
FORT BRAGG,2002,,,,,,
FORT BRAGG,2001,,,,,,
FORT BRAGG,2000,,,,,,
FORT BRAGG,1999,,,,,,
FORT BRAGG,1998,,,,,,
FORT BRAGG,1997,,,,,,
FORT BRAGG,1996,,,,,,
FORT BRAGG,1995,,,,,,
FORT BRAGG,1994,31,31,0,0,0,0
FORT BRAGG,1993,7,7,0,0,0,0
FORT BRAGG,1992,15,15,0,0,0,0
FORT BRAGG,1991,37,35,2,2,0,0
FORT BRAGG,1990,29,22,7,4,3,0
FORT BRAGG,1989,35,24,11,4,7,0
FORT BRAGG,1988,56,12,44,6,38,0
FORT BRAGG,1987,22,6,16,6,3,7
FORT BRAGG,1986,18,16,2,2,0,0
FORT BRAGG,1985,74,12,62,2,4,56
FORT BRAGG,1984,66,13,53,6,3,44
FORT BRAGG,1983,20,12,8,2,0,6
FORT BRAGG,1982,18,4,14,0,0,14
FORT BRAGG,1981,50,2,48,0,48,0
FORT BRAGG,1980,0,0,0,0,0,0
FORT JONES,2015,,,,,,
FORT JONES,2014,,,,,,
FORT JONES,2013,,,,,,
FORT JONES,2012,,,,,,
FORT JONES,2011,,,,,,
FORT JONES,2010,,,,,,
FORT JONES,2009,,,,,,
FORT JONES,2008,,,,,,
FORT JONES,2007,,,,,,
FORT JONES,2006,,,,,,
FORT JONES,2005,,,,,,
FORT JONES,2004,,,,,,
FORT JONES,2003,,,,,,
FORT JONES,2002,,,,,,
FORT JONES,2001,,,,,,
FORT JONES,2000,2,2,0,0,0,0
FORT JONES,1999,0,0,0,0,0,0
FORT JONES,1998,1,1,0,0,0,0
FORT JONES,1997,0,0,0,0,0,0
FORT JONES,1996,0,0,0,0,0,0
FORT JONES,1995,2,2,0,0,0,0
FORT JONES,1994,0,0,0,0,0,0
FORT JONES,1993,1,1,0,0,0,0
FORT JONES,1992,0,0,0,0,0,0
FORT JONES,1991,1,1,0,0,0,0
FORT JONES,1990,0,0,0,0,0,0
FORT JONES,1989,0,0,0,0,0,0
FORT JONES,1988,0,0,0,0,0,0
FORT JONES,1987,0,0,0,0,0,0
FORT JONES,1986,0,0,0,0,0,0
FORT JONES,1985,0,0,0,0,0,0
FORT JONES,1984,0,0,0,0,0,0
FORT JONES,1983,0,0,0,0,0,0
FORT JONES,1982,0,0,0,0,0,0
FORT JONES,1981,0,0,0,0,0,0
FORT JONES,1980,0,0,0,0,0,0
FORTUNA,2018,31,20,11,0,11,0
FORTUNA,2017,59,15,44,12,32,0
FORTUNA,2016,43,13,30,8,22,0
FORTUNA,2015,34,11,23,6,17,0
FORTUNA,2014,32,10,22,6,16,0
FORTUNA,2013,44,9,35,0,8,27
FORTUNA,2012,3,3,0,0,0,0
FORTUNA,2011,3,3,0,0,0,0
FORTUNA,2010,7,7,0,0,0,0
FORTUNA,2009,7,7,0,0,0,0
FORTUNA,2008,18,10,8,0,8,0
FORTUNA,2007,47,19,28,0,8,20
FORTUNA,2006,57,21,36,0,12,24
FORTUNA,2005,67,49,18,12,6,0
FORTUNA,2004,127,72,55,4,51,0
FORTUNA,2003,73,61,12,8,4,0
FORTUNA,2002,91,91,0,0,0,0
FORTUNA,2001,64,64,0,0,0,0
FORTUNA,2000,85,45,40,0,0,40
FORTUNA,1999,41,41,0,0,0,0
FORTUNA,1998,43,43,0,0,0,0
FORTUNA,1997,60,60,0,0,0,0
FORTUNA,1996,77,77,0,0,0,0
FORTUNA,1995,77,77,0,0,0,0
FORTUNA,1994,77,75,2,2,0,0
FORTUNA,1993,80,74,6,2,4,0
FORTUNA,1992,43,31,12,4,8,0
FORTUNA,1991,43,39,4,4,0,0
FORTUNA,1990,143,70,73,4,32,37
FORTUNA,1989,44,28,16,0,4,12
FORTUNA,1988,109,59,50,0,36,14
FORTUNA,1987,97,45,52,2,20,30
FORTUNA,1986,126,57,69,0,37,32
FORTUNA,1985,81,28,53,0,15,38
FORTUNA,1984,36,30,6,2,4,0
FORTUNA,1983,29,17,12,0,12,0
FORTUNA,1982,0,0,0,0,0,0
FORTUNA,1981,23,9,14,2,12,0
FORTUNA,1980,13,13,0,0,0,0
FOSTER CITY,2018,0,0,0,0,0,0
FOSTER CITY,2017,0,0,0,0,0,0
FOSTER CITY,2016,74,0,74,0,0,74
FOSTER CITY,2015,346,26,320,0,0,320
FOSTER CITY,2014,232,0,232,0,0,232
FOSTER CITY,2013,1,1,0,0,0,0
FOSTER CITY,2012,0,0,0,0,0,0
FOSTER CITY,2011,300,0,300,0,0,300
FOSTER CITY,2010,0,0,0,0,0,0
FOSTER CITY,2009,1,1,0,0,0,0
FOSTER CITY,2008,1,1,0,0,0,0
FOSTER CITY,2007,0,0,0,0,0,0
FOSTER CITY,2006,1,1,0,0,0,0
FOSTER CITY,2005,0,0,0,0,0,0
FOSTER CITY,2004,0,0,0,0,0,0
FOSTER CITY,2003,0,0,0,0,0,0
FOSTER CITY,2002,31,0,31,0,0,31
FOSTER CITY,2001,439,0,439,0,0,439
FOSTER CITY,2000,1,1,0,0,0,0
FOSTER CITY,1999,4,4,0,0,0,0
FOSTER CITY,1998,0,0,0,0,0,0
FOSTER CITY,1997,129,0,129,0,0,129
FOSTER CITY,1996,33,25,8,0,0,8
FOSTER CITY,1995,99,39,60,0,0,60
FOSTER CITY,1994,0,0,0,0,0,0
FOSTER CITY,1993,0,0,0,0,0,0
FOSTER CITY,1992,0,0,0,0,0,0
FOSTER CITY,1991,61,61,0,0,0,0
FOSTER CITY,1990,1,1,0,0,0,0
FOSTER CITY,1989,118,56,62,0,0,62
FOSTER CITY,1988,143,143,0,0,0,0
FOSTER CITY,1987,154,114,40,0,0,40
FOSTER CITY,1986,919,411,508,0,0,508
FOSTER CITY,1985,258,246,12,0,0,12
FOSTER CITY,1984,591,47,544,0,0,544
FOSTER CITY,1983,19,19,0,0,0,0
FOSTER CITY,1982,0,0,0,0,0,0
FOSTER CITY,1981,7,7,0,0,0,0
FOSTER CITY,1980,323,85,238,0,0,238
FOUNTAIN VALLEY,2018,11,11,0,0,0,0
FOUNTAIN VALLEY,2017,16,16,0,0,0,0
FOUNTAIN VALLEY,2016,8,8,0,0,0,0
FOUNTAIN VALLEY,2015,4,4,0,0,0,0
FOUNTAIN VALLEY,2014,7,7,0,0,0,0
FOUNTAIN VALLEY,2013,58,38,20,0,8,12
FOUNTAIN VALLEY,2012,32,32,0,0,0,0
FOUNTAIN VALLEY,2011,26,26,0,0,0,0
FOUNTAIN VALLEY,2010,3,3,0,0,0,0
FOUNTAIN VALLEY,2009,55,55,0,0,0,0
FOUNTAIN VALLEY,2008,68,68,0,0,0,0
FOUNTAIN VALLEY,2007,52,5,47,0,0,47
FOUNTAIN VALLEY,2006,44,2,42,0,0,42
FOUNTAIN VALLEY,2005,5,5,0,0,0,0
FOUNTAIN VALLEY,2004,14,9,5,0,0,5
FOUNTAIN VALLEY,2003,118,64,54,0,20,34
FOUNTAIN VALLEY,2002,159,3,156,0,0,156
FOUNTAIN VALLEY,2001,0,0,0,0,0,0
FOUNTAIN VALLEY,2000,3,3,0,0,0,0
FOUNTAIN VALLEY,1999,458,2,456,0,0,456
FOUNTAIN VALLEY,1998,1,1,0,0,0,0
FOUNTAIN VALLEY,1997,58,58,0,0,0,0
FOUNTAIN VALLEY,1996,39,39,0,0,0,0
FOUNTAIN VALLEY,1995,59,59,0,0,0,0
FOUNTAIN VALLEY,1994,4,4,0,0,0,0
FOUNTAIN VALLEY,1993,24,24,0,0,0,0
FOUNTAIN VALLEY,1992,3,3,0,0,0,0
FOUNTAIN VALLEY,1991,1,1,0,0,0,0
FOUNTAIN VALLEY,1990,9,9,0,0,0,0
FOUNTAIN VALLEY,1989,59,54,5,0,0,5
FOUNTAIN VALLEY,1988,171,100,71,0,0,71
FOUNTAIN VALLEY,1987,44,44,0,0,0,0
FOUNTAIN VALLEY,1986,125,104,21,0,0,21
FOUNTAIN VALLEY,1985,201,144,57,0,0,57
FOUNTAIN VALLEY,1984,10,10,0,0,0,0
FOUNTAIN VALLEY,1983,168,4,164,0,0,164
FOUNTAIN VALLEY,1982,76,76,0,0,0,0
FOUNTAIN VALLEY,1981,56,56,0,0,0,0
FOUNTAIN VALLEY,1980,7,7,0,0,0,0
FOWLER,2018,37,37,0,0,0,0
FOWLER,2017,94,28,66,0,0,66
FOWLER,2016,49,49,0,0,0,0
FOWLER,2015,34,30,4,4,0,0
FOWLER,2014,68,66,2,2,0,0
FOWLER,2013,30,30,0,0,0,0
FOWLER,2012,4,4,0,0,0,0
FOWLER,2011,1,1,0,0,0,0
FOWLER,2010,85,85,0,0,0,0
FOWLER,2009,14,14,0,0,0,0
FOWLER,2008,14,14,0,0,0,0
FOWLER,2007,103,101,2,2,0,0
