"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races"
"1600000US0618856","Denair CDP, California","5131","659","3517","530","3383","544","0","17","0","17","134","148","0","17","0","17","0","17","0","17","0","17","1614","452","1162","485","0","17","0","17","0","17","0","17","452","360","0","17","0","17","0","17"
"1600000US0682786","Vina CDP, California","210","66","158","70","138","67","0","12","0","12","20","47","0","12","0","12","0","12","0","12","0","12","52","47","0","12","0","12","15","23","0","12","0","12","18","28","19","43","19","43","0","12"
"1600000US0622370","El Rio CDP, California","6505","522","1338","415","1067","351","142","207","0","17","13","21","25","38","74","112","17","18","0","17","17","18","5167","660","4383","675","0","17","0","17","0","17","0","17","552","267","232","159","96","98","136","120"
"1600000US0677364","Susanville city, California","15216","30","10732","223","7326","257","2219","174","359","106","325","76","186","75","13","20","304","107","5","8","299","108","4484","220","4231","257","8","10","13","15","1","2","0","19","217","105","14","15","4","7","10","13"
"1600000US0640508","La Selva Beach CDP, California","2917","371","2521","285","2266","240","5","9","15","23","45","33","0","12","10","18","180","130","10","15","170","123","396","269","311","264","0","12","6","14","0","12","0","12","50","54","29","33","10","17","19","28"
"1600000US0600478","Ahwahnee CDP, California","2461","592","2328","582","2328","582","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","133","124","129","125","0","12","0","12","0","12","0","12","4","9","0","12","0","12","0","12"
"1600000US0681792","Valley Home CDP, California","202","68","184","66","177","66","3","5","4","6","0","12","0","12","0","12","0","12","0","12","0","12","18","15","10","15","0","12","0","12","0","12","0","12","8","12","0","12","0","12","0","12"
"1600000US0642468","Lomita city, California","20628","34","13549","749","8430","617","980","342","55","73","3112","388","0","23","87","90","885","250","96","106","789","238","7079","747","3545","711","14","24","112","125","81","75","0","23","2527","724","800","375","302","180","498","321"
"1600000US0613157","China Lake Acres CDP, California","1947","669","1590","607","901","297","624","561","0","12","0","12","0","12","0","12","65","82","0","12","65","82","357","204","214","193","72","93","0","12","0","12","0","12","50","76","21","33","0","12","21","33"
"1600000US0631596","Hacienda Heights CDP, California","54970","1127","30052","967","6526","491","552","209","78","54","22197","924","22","30","189","191","488","164","45","51","443","155","24918","961","13571","1248","37","35","172","165","128","80","87","93","10054","1370","869","269","499","185","370","214"
"1600000US0651820","North El Monte CDP, California","4028","404","2878","433","1050","241","15","19","5","9","1727","306","0","12","0","12","81","66","0","12","81","66","1150","354","605","291","0","12","0","12","0","12","0","12","545","259","0","12","0","12","0","12"
"1600000US0602924","Arvin city, California","21005","25","1243","350","1010","338","177","145","13","17","5","8","0","23","7","11","31","38","0","23","31","38","19762","354","17870","556","55","80","21","34","16","25","0","23","1659","481","141","100","141","100","0","23"
"1600000US0641922","Live Oak CDP, California","17390","827","12048","603","10728","581","85","52","44","51","646","235","18","29","11","17","516","200","0","19","516","200","5342","740","3381","747","6","11","88","48","11","22","0","19","1558","763","298","190","66","47","232","176"
"1600000US0604996","Bell Gardens city, California","42641","26","1863","445","1142","313","275","129","48","35","357","176","9","13","6","12","26","38","0","26","26","38","40778","448","32384","1043","66","48","84","58","18","28","0","26","7881","976","345","142","220","112","125","95"
"1600000US0600618","Alamo CDP, California","15317","696","14344","694","12386","728","116","126","15","23","1183","280","12","20","97","163","535","282","0","19","535","282","973","205","663","168","0","19","12","22","18","27","0","19","165","121","115","158","0","19","115","158"
"1600000US0651890","North Gate CDP, California","559","176","457","157","393","142","0","12","0","12","42","57","0","12","0","12","22","37","22","37","0","12","102","101","102","101","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0680644","Tulare city, California","62838","61","24087","1103","19558","1139","2093","426","329","204","949","336","82","58","108","143","968","264","12","15","956","260","38751","1100","29724","1358","348","221","305","207","70","63","29","40","6769","919","1506","388","834","309","672","289"
"1600000US0649187","Moraga town, California","17398","49","16123","278","12073","539","168","76","46","40","2744","368","153","92","41","60","898","295","25","29","873","292","1275","279","862","239","8","10","15","24","32","32","12","18","167","93","179","81","82","58","97","57"
"1600000US0659892","Red Bluff city, California","14132","57","11765","507","10477","583","177","94","200","126","413","250","0","19","0","19","498","229","0","19","498","229","2367","509","1693","485","48","71","286","334","0","19","2","4","197","96","141","112","16","25","125","107"
"1600000US0627000","Fresno city, California","522277","135","264447","2301","141299","2283","37601","1262","2426","382","70283","1536","412","153","1068","457","11358","1045","572","240","10786","1034","257830","2289","162808","4400","2126","515","3676","900","1448","418","193","140","77127","3985","10452","1182","3953","619","6499","1027"
"1600000US0646226","Mather CDP, California","4408","392","3744","420","2340","322","332","57","111","135","730","201","0","12","0","12","231","148","0","12","231","148","664","242","373","207","15","22","0","12","0","12","9","14","156","127","111","104","111","104","0","12"
"1600000US0648676","Monson CDP, California","380","224","77","110","28","34","14","24","0","12","0","12","0","12","0","12","35","55","0","12","35","55","303","209","260","201","0","12","0","12","0","12","0","12","39","64","4","6","0","12","4","6"
"1600000US0604632","Bear Creek CDP, California","157","101","49","30","49","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","108","95","58","97","0","12","0","12","0","12","0","12","50","82","0","12","0","12","0","12"
"1600000US0610004","Calpine CDP, California","216","108","216","108","216","108","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0651476","Nipomo CDP, California","17445","965","10199","726","9185","711","146","122","35","31","522","291","0","19","0","19","311","222","0","19","311","222","7246","748","5798","776","121","136","19","31","35","45","0","19","992","382","281","160","192","133","89","66"
"1600000US0639318","La Honda CDP, California","711","210","702","211","675","202","1","4","0","12","0","12","14","24","0","12","12","18","12","18","0","12","9","12","1","3","0","12","0","12","0","12","0","12","8","13","0","12","0","12","0","12"
"1600000US0630000","Glendale city, California","200372","44","163994","1385","124307","1884","3099","623","453","373","30609","1378","168","108","218","144","5140","777","275","156","4865","756","36378","1379","23318","1677","131","93","278","126","401","172","59","63","10625","1215","1566","387","1198","349","368","165"
"1600000US0660662","Richvale CDP, California","99","59","99","59","84","54","0","12","0","12","0","12","0","12","0","12","15","25","0","12","15","25","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0652582","Novato city, California","55523","36","45159","984","36209","1077","1443","491","112","81","3971","594","84","53","1159","372","2181","500","20","22","2161","500","10364","978","4352","811","61","92","8","21","19","21","0","29","5231","986","693","298","495","252","198","116"
"1600000US0656938","Piedmont city, California","11308","27","10905","193","8109","340","213","125","20","29","1915","273","7","12","0","19","641","231","0","19","641","231","403","191","346","161","0","19","0","19","0","19","0","19","9","14","48","67","2","6","46","68"
"1600000US0636280","Imperial city, California","17175","26","3928","707","2918","646","278","220","59","40","452","245","0","19","38","58","183","145","0","19","183","145","13247","710","9919","1200","11","18","58","80","66","75","0","19","2522","1016","671","301","300","191","371","264"
"1600000US0660606","Richgrove CDP, California","2611","273","39","53","0","12","0","12","0","12","39","53","0","12","0","12","0","12","0","12","0","12","2572","279","1750","261","0","12","44","66","21","33","0","12","750","204","7","11","0","12","7","11"
"1600000US0641880","Littlerock CDP, California","1766","719","319","193","250","188","32","54","0","12","0","12","13","22","0","12","24","40","0","12","24","40","1447","658","451","308","49","81","0","12","0","12","0","12","916","667","31","54","31","54","0","12"
"1600000US0600450","Agua Dulce CDP, California","3728","605","3038","549","2887","537","5","9","0","12","95","94","0","12","0","12","51","36","0","12","51","36","690","221","425","163","7","11","0","12","0","12","0","12","226","196","32","30","9","14","23","26"
"1600000US0633861","Hilmar-Irwin CDP, California","5846","894","4108","597","3822","623","0","17","19","28","0","17","0","17","0","17","267","153","30","45","237","142","1738","862","388","311","0","17","0","17","0","17","0","17","1021","781","329","288","224","226","105","150"
"1600000US0633935","Hiouchi CDP, California","433","301","416","300","394","301","0","12","9","15","0","12","0","12","0","12","13","22","13","22","0","12","17","25","17","25","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0631372","Groveland CDP, California","307","143","277","134","271","134","0","12","0","12","6","11","0","12","0","12","0","12","0","12","0","12","30","45","30","45","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0619262","Dillon Beach CDP, California","219","103","182","93","182","93","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","37","51","0","12","0","12","0","12","0","12","0","12","37","51","0","12","0","12","0","12"
"1600000US0602210","Antelope CDP, California","47326","1255","39802","1303","27993","1134","3819","628","40","35","4820","651","918","523","130","156","2082","525","93","120","1989","509","7524","1059","4868","867","132","144","200","226","36","51","0","26","1648","592","640","249","307","168","333","179"
"1600000US0602364","Apple Valley town, California","72359","44","46113","1524","35720","1337","6184","795","132","108","1989","520","18","24","22","33","2048","503","81","84","1967","494","26246","1534","21479","1637","293","201","393","277","126","139","8","13","2589","789","1358","473","514","196","844","419"
"1600000US0673178","South Oroville CDP, California","3181","529","2549","449","1714","430","12","13","62","45","462","288","7","15","0","12","292","170","0","12","292","170","632","272","549","240","0","12","6","11","18","28","14","21","11","19","34","46","0","12","34","46"
